Komentar,Penulis,Likes,Published_at,balasan,label_judol,label_sentiment
"['trash', 'country', 'no', 'discipline', 'subs', 'are', 'bots', 'and', 'views', 'are', 'fake', 'of', 'them', 'came', 'from', 'the', 'previous', 'country', 'he', 'went', 'to', 'most', 'of', 'them', 'are', 'from', 'philippines', 'cambodia', 'vietnam', 'thailand', 'and', 'malaysia', 'those', 'country', 'that', 'he', 'went', 'early', 'and', 'indo', 'gets', 'the', 'credit', 'because', 'they', 'are', 'the', 'last', 'stop', 'if', 'its', 'happened', 'to', 'be', 'reversed', 'it', 'will', 'be', 'the', 'same', 'he', 'will', 'get', 'm', 'views', 'on', 'the', 'last', 'country', 'of', 'sea', 'tour', 'indo', 'benefits', 'from', 'them', 'those', 'countries', 'before', 'them', 'follows', 'speeds', 'journey', 'after', 'he', 'visits', 'them', 'he', 'was', 'on', 'the', 'news', 'and', 'trending', 'every', 'country', 'he', 'goes', 'to', 'i', 'didnt', 'even', 'include', 'america', 'and', 'europe', 'this', 'sea', 'tour', 'benefits', 'indo', 'being', 'last', 'those', 'subs', 'counts', 'came', 'from', 'other', 'countries', 'philippines', 'is', 'still', 'the', 'best', 'and', 'no', 'nd', 'in', 'sea', 'tour', 'and', 'gets', 'k', 'subs', 'in', 'days', 'indonesia', 'has', 'l', 'crowd', 'gifts', 'are', 'cheap', 'girls', 'arent', 'pretty', 'and', 'super', 'cringe', 'foods', 'are', 'below', 'average', 'they', 'just', 'copy', 'the', 'boxing', 'match', 'and', 'meow', 'meow', 'they', 'also', 'copy', 'v', 'on', 'poland', 'l', 'translator', 'and', 'l', 'host', 'yb', 'no', 'energy', 'at', 'all', 'worst', 'sea', 'tour', 'crowd', 'cant', 'speak', 'english', 'and', 'dont', 'know', 'how', 'to', 'respect']",@WildlifeShorts123,1,2024-09-19T12:22:30Z,"malaysia cng tt nhng bn khng nn ni indonesia nh v ti l ngi vietnam c bnh lun ca bn ti thy bn ni khng hp l
indonesia l nc rt ng dn ln nhiu lt l  truyn rt bnh thng obitthey are all jealous bruh, btw i love vietnam seriously i dont like indonesia trash country accept able but trash food bro fuck off u never try one u just see and judge and if u try one nobody care because u are from philippines thats why philippines number one u just overproud im from indonesia the goverment are trash the food arent to make this fair ur food sucks the reason so many crowd because of the population learn some geography and we are asean u know what that mean itu make for us southeast asian to respect each other help each other not fkn comparing shit comparing country are so trash ngl hahahhaa are you jealous  i love pinay broh, dont comparing each other  we are nusantara wildlifeshorts at least indonesian people  not eat garbage like philippines people wildlifeshorts stop being overproud bro im filipino but im not overproud, philippines has l crowd too wildlifeshorts poor and trash slam and eat garbage wake up filipina you look cute and funny ,before insulting indonesia, you should first compare the progress of cambodia and vietnam before insulting indonesia, lol bilalllu maybe number  or i hate overproud pinoys even im pinoy bro we are brother, we both come from southeast asia, thats l behaviour right there bro we are brother,we come from southeast asia, thats l behaviour right there dont cry bro, indonesia strongest  million people malaysia,pinoy trash country small country and poor country look at the mirror pignoice, look ay ur own country my god why does phiglipines even exist i thot that malay is the worst, i think i was wrong the worsest is pignoice ur jealousy make me want to commit vomit cry for nothing lol if you dont like watching this, just skip it you dont need to say something bad about a country ph ,small country indo otw m wtf wrong with u bruh what the hell bro bro is a bot blebleblebleblebleble envy, bobooo cry for nothing bro, congratulations youve wasted your time typing trash here rather than just going straight to skip if u dont like dont cry baby riweuh sia wooowwww super jealous  aura gandeng budak iri bilang bossss just give me my pagpag bro bro looks really jealous wht indo w county bro keep yapping bro pala bapak kau iri bat who care poor country philippines, eat your balut lets play some logic if u smart or just dumbass, if you said its because indonesia being last part of their journey, but why got the most live stream view  now it already  million compare to other country and almost  million likes, if you tell like that, other country must have same stats like indonesia alright  but its not, also before going to sea, speed already tour on every europe country, it will be impactfull also for the first sea country, but its not logic bro use brain stepped outside to touch some grass bro yapping crying kids lmao yipitty yappity now this guy speak yappanese womp womp philipineszeromedalatolympic u sure weak in mlbb keep barking dude, speed against k subs only in one stream,  fking hours stream m views, and replay m views only in  hours likes he got k wdym filipina best tour on the sea tour itmomadoutzero pignoy weak   medals  achievement   world cup  king indonesia  world cup esports champion and  gold medals itmomadout you compare olympic medal to esport trophy bro are you kidding me kids lol bots szymoon huh maybe you wildlifeshorts cry about it",0,0
"['welcome', 'to', 'indonesia', 'ishowspeed']",@ImanGames,0,2024-09-18T15:43:07Z,,0,2
"['treding', 'in', 'indonesia', 'siuuuuuuuuu']",@raikpocah6614,4,2024-09-19T06:10:04Z,,0,2
"['respect', 'your', 'fans', 'in', 'indonesia', 'bro']",@IMAMM.S,0,2024-09-18T15:42:15Z,,0,2
"['million', 'likes', 'in', 'hours']",@berkatibu0,2,2024-09-19T11:00:58Z,,0,2
"['aduiinah', 'yng', 'sya', 'nda', 'lupa', 'hingus', 'pastu', 'kasih', 'masuk']",@Clarkabrina,0,2024-09-18T19:53:49Z,"thankyou not gonna lie, his first day stream in ph is the most entertaining for me somehow  still, thx bro overproud pilipino check i love pinoy people more than malaysian i love more pinoy than malaydesh  respect bro love to all asean wow  viwer ph love to my indonesian brothers and sisters there w filipina we hate malaysia clarkabrina mabuhay and we indo love you guys we love you too",0,1
['sih'],@babyfriedrice1874,0,2024-09-19T12:27:04Z,so dramatic lol,0,1
"['indonesia', 'best']",@sunideassuni-qi5io,0,2024-09-18T14:28:54Z,,0,2
['record'],@herman.hidayatullahh,0,2024-09-18T14:45:39Z,,0,2
"['lupa', 'main', 'dewi', 'situs', 'percaya']",@NibrasGhanem,0,2024-09-18T14:29:13Z,"kerja tll jangan judi, pea",1,0
"['depo', 'bonus', 'sikat']",@DenaBaoAnh,0,2024-09-18T14:29:37Z,,0,2
"['within', 'this', 'stream', 'i', 'realized', 'how', 'hard', 'it', 'is', 'to', 'be', 'a', 'bodyguard', 'for', 'speed', 'the', 'bodyguards', 'singlehandely', 'holded', 'an', 'entire', 'crowd']",@Keianu,0,2024-09-28T01:24:25Z,,0,2
['nami'],@AkagamiAlwi,1,2024-09-18T14:06:35Z,,0,2
"['hey', 'yo', 'speed', 'you', 'have', 'to', 'watch', 'bahrain', 'vs', 'indonesian', 'its', 'gon', 'na', 'be', 'sick', 'if', 'you', 'watch', 'with', 'the', 'supporrter', 'indonesian']",@shaq3587,1,2024-09-18T13:27:43Z,,0,2
"['brooo', 'this', 'will', 'be', 'the', 'most', 'viewers', 'on', 'your', 'stream', 'speed']",@chaszaleo,95,2024-09-19T07:10:40Z,keren bang bayangin bang ishowspeed cobain ayam kampus hafizprazandi bener banget bg pasti melayang tuh sangking enaknya cihuyyy,0,1
"['w', 'indonesia', 'w', 'country']",@jeffersonmarvel5189,0,2024-09-18T13:20:29Z,,0,2
"['w', 'indonesia', 'l', 'malaydesh']",@Miki0-33,0,2024-09-18T13:19:52Z,,0,2
"['yo', 'bro', 'come', 'to', 'malang']",@TroyJoseph-d4g,0,2024-09-18T13:57:19Z,,0,2
"['did', 'speed', 'broke', 'up', 'with', 'ben']",@GabrielLababit,0,2024-11-12T07:07:47Z,,0,2
"['daym', 'bruhh', 'm']",@synclenz,1,2024-09-20T04:47:59Z,,0,2
"['jujur', 'erti', 'kata', 'erti', 'bahasa', 'inggris', 'bahasa', 'amerika']",@giyardanolorenzo9621,0,2024-09-19T18:15:10Z,"makanya kalo guru kamu ngajarin bahasa inggris tuh di pelajari baik atau kamu juga bisa seperti ku belajar lewat game , nonton film , denger lagu , video youtube english lainnya ulang aja sekolahnya",0,0
"['when', 'you', 'was', 'goes', 'to', 'myanmar']",@ThandarsawmyatThandarsawmy-z1j,0,2024-09-19T10:14:28Z,never lol myanmar in condition war,0,0
['gogogo'],@StillTyping007,0,2024-09-19T04:18:30Z,,0,2
"['inget', 'ya', 'adik', 'adik', 'batik', 'indonesia', 'malaysia']",@yudiprasta1010,1,2024-09-19T06:58:43Z,,0,2
"['minggur', 'lu', 'miskin', 'mean', 'get', 'out', 'of', 'the', 'way', 'you', 'poor', 'thing']",@OliverSaputra,0,2024-09-27T23:58:19Z,,0,2
"['i', 'like', 'indonesia']",@bagusbudisatoto1280,0,2024-09-18T16:52:10Z,,0,2
"['ajar', 'speak', 'bahasa', 'inggris']",@yahyajoel8,0,2024-09-18T14:34:08Z,,0,2
"['awesome', 'bro']",@benedettagangstyle437,0,2024-09-21T04:53:15Z,,0,2
"['what', 'is', 'your', 'response', 'to', 'indonesian', 'citizens', 'ishowsped']",@mazdariko-fn6hh,0,2024-09-25T01:18:54Z,oh hes happy hes got the most subs in indofuckingnesia,0,0
"['subs', 'gokil']",@skidjoemusic8932,0,2024-09-18T13:57:42Z,,0,2
"['big', 'w']",@rajhaidar,0,2024-09-19T02:14:45Z,,0,2
"['most', 'boring', 'stream', 'got', 'the', 'most', 'views', 'lmao']",@passivepulse4788,0,2024-09-18T20:10:34Z,indonesia has million population thats why,0,1
"['wtf', 'm']",@wahyurhomadon3653,0,2024-09-18T14:40:41Z,,0,2
"['u', 'are', 'so', 'funny', 'bro', 'btw', 'thanks', 'for', 'visit', 'to', 'indonesia', 'enjoy', 'speed']",@golden839,0,2024-09-22T13:55:43Z,,0,2
"['lupa', 'main', 'dewi', 'situs', 'percaya']",@NicoleMarieaa,0,2024-09-18T14:34:39Z,,0,2
"['give', 'him', 'million', 'like', 'guyssss', 'w', 'streammmm']",@Y4badabadooo,2,2024-09-19T08:00:39Z,,0,2
"['everyone', 'saying', 'indonesia', 'is', 'op', 'and', 'got', 'like', 'million', 'views', 'but', 'literally', 'i', 'swear', 'if', 'he', 'do', 'live', 'in', 'india', 'mumbai', 'or', 'any', 'big', 'city', 'literally', 'it', 'will', 'go', 'beyond', 'million', 'live', 'watching']",@hypegamer2748,3,2024-09-19T12:39:52Z,yah india is the best country no he is not interested in seedy mumbai no he is not interested in seedy mumbai but so many poor rezibysonrumble dafuq u saying bruh all i said was india gives more views idc poor or rich understand my comment in ur dream bro naasdailywi tbh im afraid if speed goes to india the condition would be worser than norway speed already irl in india lol,0,0
"['hitam', 'kontol', 'little', 'bit', 'racism']",@sanzbuddyv5780,0,2024-09-19T11:56:43Z,,0,2
"['look', 'viewers', 'on', 'the', 'way', 'million', 'and', 'like', 'on', 'the', 'way', 'million']",@bobpisss,0,2024-09-19T08:39:34Z,crazy people,0,0
"['kapok', 'indonesia', 'gila', 'yg', 'kau', 'rasa', 'bro']",@bogel2100,0,2024-09-18T15:25:51Z,,0,2
"['good', 'bro']",@ForApplications-ld2pc,0,2024-09-19T02:19:53Z,,0,2
"['u', 'know', 'that', 'indo', 'netizen']",@elrama19,0,2024-09-18T13:22:24Z,,0,2
['hhhhhhhh'],@KiaaaSyah,0,2024-09-21T05:39:50Z,,0,2
"['why', 'you', 'kick', 'messi']",@rosmihandriyani9,0,2024-09-21T11:36:52Z,,0,2
"['i', 'love', 'this', 'man', 'not', 'since', 'day', 'one', 'but', 'now', 'i', 'really', 'love', 'him']",@rapuschannel,1,2024-09-19T07:24:04Z,,0,2
['indonesia'],@AmawwRya,0,2024-09-18T13:21:19Z,,0,2
"['usil', 'santay']",@mikoto910,8,2024-09-26T08:01:01Z,,0,2
"['kdslots', 'scam']",@len2663,0,2024-09-24T06:53:12Z,,0,2
['siuuuuuu'],@Kemplo_07,1,2024-09-18T17:09:28Z,,0,2
"['malaysian', 'craftsmen', 'claim', 'hundreds', 'of', 'years', 'of', 'indonesian', 'work', 'for', 'example', 'batik', 'nasi', 'goreng', 'and', 'cendol', 'are', 'their', 'work', 'hhhhhh']",@Joyaslam7788,0,2024-11-09T03:24:28Z,,0,2
"['it', 'worst', 'ever', 'please', 'banget', 'minimal', 'kasi', 'ruang', 'jalandia', 'kek', 'udah', 'pingsan', 'aja', 'tengah', 'kerumun', 'ga', 'ngomong', 'exploresibuk', 'usaha', 'kerumun', 'doang']",@debisindwi3494,78,2024-09-22T10:23:31Z,"ya gmn namanya live ga bisa di kontrol emang ciri khasnya gitu dianya aja rame ga se worst itu si bro, aku sebagai yg nonton smua stream irl dia emng rata kaya gitu semua sih, namanya juga live kan, km psti bocil fomo yg baru nonton sekali",0,0
['speedddddddddd'],@muhamadkarim4067,0,2024-09-18T17:53:03Z,,0,2
"['arap', 'emosi', 'banget']",@antmanstacos,23,2024-09-18T17:19:03Z,mobil gw anjing mobil gue anjig antmanstacos wkwkek,0,0
"['your', 'biggest', 'fans', 'are', 'in', 'indonesia', 'speed']",@sandyandhikaa,2,2024-09-18T14:09:19Z,,0,2
"['speed', 'pleaseee', 'come', 'to', 'wisata', 'puncak', 'mandeh', 'from', 'west', 'sumatra', 'is', 'the', 'best']",@T_0_X_I_C,0,2024-09-18T13:44:01Z,,0,2
"['indonesia', 'the', 'best']",@Juliz45,1,2024-09-19T23:42:22Z,poland better,0,0
"['ishowspeed', 'x', 'hendrofreshh', 'in', 'australia', 'soon']",@Anonymous-ct3me,0,2024-09-18T13:30:44Z,,0,2
"['go', 'million', 'viewss']",@yeterpatduapuluhdelapan,0,2024-09-18T16:37:32Z,,0,2
"['ya', 'sped', 'batik', 'indonesia', 'not', 'from', 'malingsia', 'nama', 'mbatik', 'jawa', 'bangetgak', 'melayu', 'banglanya']",@prassFC,11,2024-09-18T19:11:30Z,mbatik singkatan mbak tatikjawa banget,0,1
"['i', 'am', 'an', 'indonesian', 'citizen', 'indonesian', 'people', 'really', 'like', 'that', 'im', 'a', 'native', 'indonesian']",@Darkkisiaballs,2,2024-09-20T07:58:52Z,,0,2
['vietnam'],@Dungsailamnhutoi,0,2024-09-22T21:03:25Z,,0,2
"['k', 'sub', 'in', 'one', 'stream', 'is', 'crazy', 'ishowspeed']",@Japans,0,2024-09-30T10:28:51Z,,0,2
"['indonesia', 'negera', 'ku']",@ShadowFredbear442,1,2024-09-24T13:12:58Z,,0,2
"['nyala', 'abng', 'ishow']",@raisatalitha-c5g,0,2024-09-18T23:25:32Z,,0,2
"['hey', 'speed', 'my', 'name', 'moon', 'lesent', 'orang', 'indonesia', 'emang', 'udah', 'kaya', 'gitu', 'bar', 'bar', 'warga', 'coba', 'sukabumi', 'is', 'so', 'fun']",@moondafuq,1,2024-09-18T15:20:42Z,,0,2
"['wtf', 'm', 'hours', 'welcome', 'indonesia']",@DanikotokkKk,0,2024-09-18T21:03:30Z,,0,2
"['why', 'no', 'stream', 'u', 'already', 'm']",@JayJayLopena,2,2024-09-20T00:54:04Z,soon in  pm indonesia is the best country,0,1
"['go', 'to', 'medan', 'bro', 'spesifictly', 'berastagi']",@shanenicolas1230,0,2024-09-19T07:33:59Z,,0,2
"['malu', 'miris', 'liat', 'warga', 'konoha', 'liat', 'artis']",@nofrialbeny3118,1,2024-09-29T03:32:23Z,,0,2
"['minutes', 'k', 'subs', 'crazy']",@SuryaHijau,0,2024-09-18T23:50:38Z,,0,2
